#=====================================================
# File created:        Tue-18-Feb-2025-at-10-38-43AM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        68.459324
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00625    0.3904   -8570.2636  0.5663 
   00626    0.3876   -8588.3737  0.5638 
   00627    0.3968   -8568.4282  0.5595 
   00628    0.4088   -8525.2753  0.5518 
   00629    0.4052   -8529.0655  0.5551 
   00630    0.4300   -8474.4874  0.5537 
   00631    0.4248   -8485.4730  0.5568 
   00632    0.4244   -8516.3798  0.5514 
   00633    0.4188   -8495.4610  0.5510 
   00634    0.4140   -8484.5131  0.5507 
   00635    0.4248   -8471.9832  0.5482 
   00636    0.4092   -8473.0366  0.5430 
   00637    0.4100   -8433.4353  0.5415 
   00638    0.4100   -8447.3528  0.5440 
   00639    0.4200   -8459.1734  0.5434 
   00640    0.4140   -8477.2340  0.5426 
   00641    0.4088   -8504.1350  0.5442 
   00642    0.4028   -8439.5093  0.5483 
   00643    0.4064   -8436.4890  0.5515 
   00644    0.4044   -8416.4048  0.5518 
   00645    0.4284   -8445.5529  0.5445 
   00646    0.4332   -8478.0900  0.5455 
   00647    0.4300   -8496.3573  0.5487 
   00648    0.3928   -8509.4536  0.5498 
   00649    0.3968   -8497.8027  0.5535 
   00650    0.4248   -8495.2550  0.5561 
   00651    0.4096   -8471.4483  0.5598 
   00652    0.4056   -8432.5432  0.5648 
   00653    0.4084   -8433.4011  0.5655 
   00654    0.4204   -8456.4949  0.5689 
   00655    0.4112   -8423.4340  0.5635 
   00656    0.4132   -8437.7063  0.5653 
   00657    0.4308   -8455.4853  0.5734 
   00658    0.4116   -8422.1321  0.5742 
   00659    0.4132   -8479.8916  0.5748 
   00660    0.4144   -8480.8022  0.5734 
   00661    0.4084   -8495.3673  0.5680 
   00662    0.4016   -8493.8023  0.5707 
   00663    0.4100   -8482.3161  0.5737 
   00664    0.4188   -8511.3200  0.5732 
   00665    0.4108   -8499.5639  0.5707 
   00666    0.4144   -8530.3921  0.5703 
   00667    0.3944   -8553.0659  0.5754 
   00668    0.4076   -8602.6881  0.5763 
   00669    0.4120   -8603.4490  0.5763 
   00670    0.4136   -8580.0295  0.5728 
   00671    0.4024   -8616.9934  0.5772 
   00672    0.4136   -8575.1602  0.5732 
   00673    0.4152   -8571.5057  0.5759 
   00674    0.4064   -8578.4445  0.5737 
   00675    0.3960   -8551.8889  0.5759 
   00676    0.4080   -8543.2905  0.5794 
   00677    0.4124   -8580.2983  0.5817 
   00678    0.4156   -8584.1605  0.5818 
   00679    0.4184   -8553.3229  0.5757 
   00680    0.4148   -8558.3205  0.5741 
   00681    0.3900   -8572.9446  0.5730 
   00682    0.4096   -8617.1045  0.5757 
   00683    0.4124   -8599.4958  0.5775 
   00684    0.3932   -8580.0809  0.5745 
   00685    0.4040   -8561.0464  0.5706 
   00686    0.4120   -8571.9430  0.5726 
   00687    0.4116   -8579.3730  0.5725 
   00688    0.4176   -8551.4318  0.5729 
   00689    0.4212   -8519.0596  0.5697 
   00690    0.4116   -8526.7706  0.5754 
   00691    0.4100   -8525.8850  0.5749 
   00692    0.4176   -8471.6712  0.5743 
   00693    0.4212   -8496.6610  0.5734 
   00694    0.3968   -8464.7603  0.5803 
   00695    0.4200   -8541.8136  0.5791 
   00696    0.4052   -8567.8146  0.5812 
   00697    0.4100   -8598.1280  0.5850 
   00698    0.4260   -8561.2999  0.5830 
   00699    0.4164   -8525.8849  0.5790 
   00700    0.4160   -8553.3330  0.5785 
   00701    0.4228   -8557.1006  0.5785 
   00702    0.4108   -8548.1288  0.5808 
   00703    0.3996   -8527.1835  0.5845 
   00704    0.4040   -8526.6411  0.5811 
   00705    0.4292   -8523.6634  0.5812 
   00706    0.4092   -8548.6248  0.5808 
   00707    0.4112   -8486.8977  0.5833 
   00708    0.4148   -8504.1363  0.5845 
   00709    0.4136   -8498.3619  0.5860 
   00710    0.4288   -8507.7581  0.5843 
   00711    0.4060   -8515.2533  0.5857 
   00712    0.4072   -8516.4148  0.5828 
   00713    0.4124   -8495.3786  0.5824 
   00714    0.4280   -8526.4417  0.5832 
   00715    0.4128   -8579.0702  0.5858 
   00716    0.4192   -8528.3676  0.5826 
   00717    0.4176   -8472.0945  0.5785 
   00718    0.4148   -8475.2689  0.5789 
   00719    0.4076   -8497.9390  0.5820 
   00720    0.4180   -8452.8652  0.5790 
   00721    0.4004   -8484.8213  0.5781 
   00722    0.4124   -8426.3329  0.5801 
   00723    0.4172   -8483.0063  0.5830 
   00724    0.3980   -8484.0407  0.5782 
   00725    0.4116   -8466.5912  0.5686 
   00726    0.4100   -8467.1741  0.5689 
   00727    0.4040   -8495.0822  0.5734 
   00728    0.4048   -8513.8577  0.5751 
   00729    0.4132   -8547.2779  0.5785 
   00730    0.3940   -8568.9671  0.5794 
   00731    0.4048   -8582.4925  0.5803 
   00732    0.4156   -8595.5460  0.5830 
   00733    0.4276   -8608.9392  0.5787 
   00734    0.4216   -8620.2097  0.5861 
   00735    0.4072   -8592.2294  0.5911 
   00736    0.4000   -8545.3942  0.5862 
   00737    0.4280   -8545.7288  0.5838 
   00738    0.4056   -8528.8616  0.5850 
   00739    0.3968   -8552.9193  0.5902 
   00740    0.4196   -8538.1177  0.5970 
   00741    0.4184   -8569.5619  0.5969 
   00742    0.4000   -8596.3342  0.5972 
   00743    0.4216   -8581.7088  0.6018 
   00744    0.4028   -8545.7162  0.6041 
   00745    0.4156   -8518.3382  0.6025 
   00746    0.4080   -8513.8915  0.5996 
   00747    0.4284   -8530.5579  0.6021 
   00748    0.4036   -8506.3079  0.6076 
   00749    0.4252   -8535.1603  0.6071 
   00750    0.4184   -8538.5845  0.6102 
   00751    0.4012   -8552.9279  0.6062 
   00752    0.4172   -8557.9476  0.6045 
   00753    0.4080   -8517.6884  0.6036 
   00754    0.4184   -8501.4687  0.6046 
   00755    0.4176   -8514.6347  0.6074 
   00756    0.4268   -8505.3430  0.6084 
   00757    0.4180   -8486.2511  0.6037 
   00758    0.4188   -8475.0053  0.6012 
   00759    0.4008   -8497.4704  0.5998 
   00760    0.4100   -8482.9625  0.5924 
   00761    0.4156   -8486.9049  0.5959 
   00762    0.4052   -8453.4376  0.5897 
   00763    0.4216   -8442.6007  0.5975 
   00764    0.4136   -8496.3226  0.6011 
   00765    0.4148   -8506.7679  0.6022 
   00766    0.4100   -8487.2986  0.5986 
   00767    0.3948   -8492.8339  0.5915 
   00768    0.4104   -8467.2526  0.5946 
   00769    0.4196   -8473.2043  0.5906 
   00770    0.3996   -8485.2884  0.5882 
   00771    0.4244   -8464.3916  0.5864 
   00772    0.4332   -8513.1799  0.5938 
   00773    0.4024   -8501.3106  0.5890 
   00774    0.4288   -8513.3401  0.5864 
   00775    0.4116   -8533.8267  0.5931 
   00776    0.4024   -8534.7958  0.5913 
   00777    0.4136   -8524.2469  0.5951 
   00778    0.3972   -8540.7103  0.5994 
   00779    0.4076   -8560.0474  0.6038 
   00780    0.4008   -8516.0082  0.6040 
   00781    0.4128   -8548.3358  0.6062 
   00782    0.3996   -8580.7954  0.6044 
   00783    0.4008   -8612.9706  0.6098 
   00784    0.4024   -8598.1166  0.6098 
   00785    0.4108   -8512.3848  0.6068 
   00786    0.4088   -8493.4191  0.6066 
   00787    0.4084   -8529.9282  0.6023 
   00788    0.3964   -8483.4613  0.5945 
   00789    0.4244   -8512.3751  0.5931 
   00790    0.4136   -8517.9248  0.5927 
   00791    0.3936   -8522.4108  0.5931 
   00792    0.4152   -8530.2184  0.5950 
   00793    0.3968   -8526.4486  0.5942 
   00794    0.4228   -8567.6073  0.6003 
   00795    0.4072   -8570.5713  0.5996 
   00796    0.4116   -8568.3350  0.5990 
   00797    0.4032   -8513.3691  0.5944 
   00798    0.4152   -8497.0676  0.5947 
   00799    0.3920   -8517.9177  0.5996 
   00800    0.4208   -8496.4159  0.5973 
   00801    0.4280   -8464.0889  0.5974 
   00802    0.3980   -8512.6000  0.6036 
   00803    0.4116   -8536.1174  0.5992 
   00804    0.4052   -8513.9262  0.5977 
   00805    0.4080   -8517.6444  0.5962 
   00806    0.4216   -8535.5075  0.5969 
   00807    0.3872   -8513.4815  0.5886 
   00808    0.3964   -8495.0462  0.5932 
   00809    0.4248   -8482.9342  0.5893 
   00810    0.4124   -8499.9012  0.5908 
   00811    0.4276   -8527.2433  0.5915 
   00812    0.3948   -8531.4542  0.5908 
   00813    0.4160   -8528.7940  0.5911 
   00814    0.4152   -8521.8751  0.5924 
   00815    0.3964   -8516.6138  0.5942 
   00816    0.4100   -8508.6504  0.5952 
   00817    0.4188   -8533.7244  0.5999 
   00818    0.4344   -8522.2241  0.5935 
   00819    0.4056   -8542.1500  0.5878 
   00820    0.3968   -8579.3262  0.5904 
   00821    0.4048   -8566.1368  0.5903 
   00822    0.4108   -8606.0770  0.5874 
   00823    0.4204   -8563.1404  0.5881 
   00824    0.3972   -8530.3670  0.5867 
   00825    0.4108   -8582.4268  0.5917 
   00826    0.4140   -8607.4863  0.5986 
   00827    0.4168   -8571.5349  0.5996 
   00828    0.4248   -8540.6864  0.6020 
   00829    0.4000   -8589.6095  0.6027 
   00830    0.4008   -8588.9783  0.6014 
   00831    0.4032   -8592.7678  0.5973 
   00832    0.4084   -8626.1279  0.5984 
   00833    0.3820   -8620.2776  0.5987 
   00834    0.4092   -8613.3603  0.6039 
   00835    0.4116   -8574.1494  0.6092 
   00836    0.4124   -8630.9911  0.6097 
   00837    0.3972   -8603.4962  0.6092 
   00838    0.4084   -8557.2620  0.6063 
   00839    0.3988   -8584.5029  0.6059 
   00840    0.4256   -8576.7838  0.6051 
   00841    0.4060   -8554.5386  0.6065 
   00842    0.4240   -8585.6708  0.6062 
   00843    0.4196   -8595.6203  0.6108 
   00844    0.4076   -8528.0415  0.6141 
   00845    0.4204   -8517.7213  0.6075 
   00846    0.4200   -8563.3652  0.6067 
   00847    0.4228   -8524.7773  0.6061 
   00848    0.3996   -8555.9176  0.6064 
   00849    0.4108   -8556.9229  0.6096 
   00850    0.4116   -8543.2801  0.6124 
   00851    0.4080   -8558.1289  0.6071 
   00852    0.3920   -8555.3423  0.6114 
   00853    0.4240   -8554.5104  0.6048 
   00854    0.4076   -8546.2220  0.6018 
   00855    0.4244   -8561.0538  0.6011 
   00856    0.4080   -8526.9964  0.6033 
   00857    0.4280   -8555.9636  0.5992 
   00858    0.4124   -8548.4972  0.6066 
   00859    0.4088   -8504.5092  0.6104 
   00860    0.4180   -8510.0797  0.6096 
   00861    0.3960   -8508.7167  0.6127 
   00862    0.4200   -8487.8071  0.6113 
   00863    0.4008   -8512.3701  0.6113 
   00864    0.4072   -8511.2459  0.6039 
   00865    0.4076   -8477.6938  0.6043 
   00866    0.4240   -8458.2111  0.6028 
   00867    0.3936   -8494.2623  0.6153 
   00868    0.4168   -8471.1670  0.6143 
   00869    0.4152   -8508.7776  0.6171 
   00870    0.4124   -8515.2427  0.6145 
   00871    0.4120   -8553.7392  0.6183 
   00872    0.4212   -8515.2360  0.6172 
   00873    0.4080   -8527.8795  0.6203 
   00874    0.4216   -8502.1866  0.6209 
   00875    0.4016   -8510.9049  0.6237 
   00876    0.4060   -8524.3480  0.6278 
   00877    0.3912   -8518.0837  0.6288 
   00878    0.3972   -8518.2848  0.6195 
   00879    0.3972   -8589.0320  0.6175 
   00880    0.3804   -8537.2409  0.6169 
   00881    0.4060   -8502.1903  0.6147 
   00882    0.4028   -8530.9202  0.6111 
   00883    0.4100   -8540.7033  0.6135 
   00884    0.3984   -8526.1188  0.6149 
   00885    0.3968   -8528.7500  0.6154 
   00886    0.4008   -8540.8833  0.6197 
   00887    0.4024   -8551.7294  0.6151 
   00888    0.4256   -8553.6455  0.6208 
   00889    0.4256   -8537.6188  0.6186 
   00890    0.4120   -8548.0427  0.6172 
   00891    0.4028   -8535.7389  0.6187 
   00892    0.3996   -8531.7324  0.6216 
   00893    0.4044   -8523.1214  0.6185 
   00894    0.3956   -8523.5530  0.6155 
   00895    0.4180   -8520.0418  0.6096 
   00896    0.4084   -8529.8154  0.6114 
   00897    0.4000   -8535.3565  0.6130 
   00898    0.4120   -8571.0266  0.6152 
   00899    0.4052   -8562.4781  0.6110 
   00900    0.4096   -8567.9643  0.6139 
   00901    0.4128   -8562.2630  0.6116 
   00902    0.4180   -8571.6686  0.6160 
   00903    0.4176   -8551.5348  0.6131 
   00904    0.4012   -8522.2598  0.6128 
   00905    0.3972   -8571.8126  0.6183 
   00906    0.4272   -8539.0393  0.6145 
   00907    0.4012   -8517.4827  0.6155 
   00908    0.4160   -8558.3899  0.6159 
   00909    0.4068   -8551.0490  0.6200 
   00910    0.4140   -8555.4183  0.6247 
   00911    0.4192   -8542.3665  0.6199 
   00912    0.4088   -8505.9571  0.6208 
   00913    0.4056   -8501.6240  0.6230 
   00914    0.4052   -8508.0555  0.6268 
   00915    0.4100   -8492.9780  0.6277 
   00916    0.4316   -8475.5892  0.6255 
   00917    0.3988   -8448.9336  0.6238 
   00918    0.4192   -8417.9056  0.6200 
   00919    0.4244   -8419.6451  0.6241 
   00920    0.4136   -8455.7281  0.6305 
   00921    0.4144   -8482.2402  0.6312 
   00922    0.4132   -8433.3347  0.6295 
   00923    0.4324   -8438.7130  0.6267 
   00924    0.4312   -8446.2535  0.6345 
   00925    0.4100   -8479.5205  0.6349 
   00926    0.3976   -8467.9437  0.6323 
   00927    0.4152   -8472.0681  0.6339 
   00928    0.4208   -8435.1683  0.6381 
   00929    0.4200   -8445.7158  0.6413 
   00930    0.4000   -8442.5340  0.6359 
   00931    0.4156   -8470.8463  0.6358 
   00932    0.4084   -8462.7476  0.6348 
   00933    0.4076   -8465.1237  0.6406 
   00934    0.4216   -8479.3326  0.6426 
   00935    0.4192   -8466.0074  0.6378 
   00936    0.4056   -8507.3587  0.6418 
   00937    0.4128   -8498.1460  0.6378 
   00938    0.4256   -8508.6456  0.6384 
   00939    0.4136   -8522.0412  0.6394 
   00940    0.4012   -8523.7741  0.6387 
   00941    0.4284   -8506.8492  0.6388 
   00942    0.4088   -8506.8514  0.6368 
   00943    0.3960   -8555.9627  0.6367 
   00944    0.4156   -8531.8263  0.6371 
   00945    0.4004   -8504.6980  0.6357 
   00946    0.4196   -8507.5512  0.6363 
   00947    0.3992   -8540.5041  0.6306 
   00948    0.4132   -8580.0379  0.6311 
   00949    0.4112   -8610.4746  0.6336 
   00950    0.3952   -8578.8477  0.6311 
   00951    0.3900   -8564.8034  0.6353 
   00952    0.4112   -8513.6097  0.6241 
   00953    0.4188   -8496.4427  0.6252 
   00954    0.4020   -8473.9014  0.6294 
   00955    0.4132   -8548.8501  0.6289 
   00956    0.4056   -8571.7964  0.6288 
   00957    0.3940   -8533.2768  0.6318 
   00958    0.4052   -8526.7611  0.6348 
   00959    0.3988   -8529.2148  0.6352 
   00960    0.4244   -8553.3485  0.6427 
   00961    0.4172   -8559.7978  0.6387 
   00962    0.4180   -8583.9923  0.6340 
   00963    0.4104   -8531.5839  0.6304 
   00964    0.4060   -8538.7783  0.6260 
   00965    0.3984   -8572.7773  0.6258 
   00966    0.4076   -8545.5606  0.6231 
   00967    0.4164   -8542.6896  0.6223 
   00968    0.4088   -8546.4060  0.6199 
   00969    0.4104   -8494.4205  0.6167 
   00970    0.4260   -8480.0502  0.6091 
   00971    0.4136   -8490.1923  0.6080 
   00972    0.4056   -8449.6705  0.6032 
   00973    0.4224   -8487.6556  0.6096 
   00974    0.4080   -8490.0011  0.6117 
   00975    0.4100   -8489.3974  0.6109 
   00976    0.4112   -8450.8920  0.6091 
   00977    0.4084   -8473.3412  0.6101 
   00978    0.4204   -8488.9835  0.6131 
   00979    0.4148   -8512.4415  0.6177 
   00980    0.4020   -8565.5789  0.6157 
   00981    0.4240   -8535.8877  0.6181 
   00982    0.4060   -8516.6118  0.6226 
   00983    0.4112   -8524.7059  0.6269 
   00984    0.4080   -8512.2099  0.6238 
   00985    0.4168   -8536.5986  0.6241 
   00986    0.4048   -8522.0666  0.6215 
   00987    0.3824   -8516.9878  0.6279 
   00988    0.4072   -8538.4309  0.6274 
   00989    0.4044   -8531.2194  0.6313 
   00990    0.4088   -8520.1378  0.6312 
   00991    0.4168   -8473.9458  0.6318 
   00992    0.4068   -8493.1176  0.6380 
   00993    0.4192   -8502.6338  0.6406 
   00994    0.4324   -8437.1566  0.6408 
   00995    0.4224   -8489.8078  0.6462 
   00996    0.4212   -8466.7596  0.6452 
   00997    0.3988   -8436.9354  0.6427 
   00998    0.4168   -8457.5443  0.6439 
   00999    0.4232   -8468.9863  0.6433 
   01000    0.4108   -8499.1398  0.6445 
