#=====================================================
# File created:        Thu-20-Feb-2025-at-01-20-48PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        2.082497
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00625    0.4104   -8520.8067  0.6711 
   00626    0.4044   -8489.4366  0.6769 
   00627    0.4084   -8555.5641  0.6849 
   00628    0.4148   -8550.7034  0.6862 
   00629    0.4160   -8582.5128  0.6866 
   00630    0.4124   -8570.4291  0.6863 
   00631    0.4044   -8574.4034  0.6916 
   00632    0.3980   -8599.9652  0.6945 
   00633    0.4216   -8551.1899  0.6899 
   00634    0.4332   -8567.4466  0.6918 
   00635    0.4148   -8564.2760  0.6880 
   00636    0.4084   -8557.9672  0.6880 
   00637    0.4100   -8552.7229  0.6891 
   00638    0.4096   -8557.7196  0.6886 
   00639    0.3860   -8571.6931  0.6911 
   00640    0.4088   -8545.7764  0.6856 
   00641    0.4156   -8531.8641  0.6882 
   00642    0.4272   -8583.9204  0.6936 
   00643    0.4144   -8588.8024  0.6934 
   00644    0.3996   -8571.5188  0.6947 
   00645    0.4244   -8534.5414  0.6981 
   00646    0.3956   -8512.5137  0.6962 
   00647    0.4248   -8513.5928  0.6954 
   00648    0.3980   -8519.6005  0.6971 
   00649    0.3976   -8528.8152  0.7018 
   00650    0.4128   -8578.0761  0.6995 
   00651    0.4160   -8595.4113  0.7026 
   00652    0.4112   -8592.4795  0.7060 
   00653    0.4036   -8546.5053  0.7008 
   00654    0.4084   -8518.8915  0.7030 
   00655    0.4184   -8569.9327  0.7109 
   00656    0.4072   -8588.0391  0.7111 
   00657    0.4096   -8590.5579  0.7133 
   00658    0.4068   -8527.9282  0.7066 
   00659    0.3968   -8549.4332  0.7124 
   00660    0.4244   -8543.4080  0.7141 
   00661    0.4020   -8548.5987  0.7146 
   00662    0.3936   -8495.0818  0.7103 
   00663    0.4176   -8476.3604  0.7073 
   00664    0.4020   -8494.2302  0.7040 
   00665    0.4096   -8531.1008  0.7057 
   00666    0.3972   -8520.0529  0.7114 
   00667    0.4144   -8536.1299  0.7158 
   00668    0.4200   -8522.9196  0.7124 
   00669    0.4032   -8572.5213  0.7127 
   00670    0.4052   -8544.4983  0.7140 
   00671    0.4120   -8500.8037  0.7125 
   00672    0.3924   -8488.3035  0.7130 
   00673    0.4160   -8488.3149  0.7167 
   00674    0.4144   -8469.7007  0.7199 
   00675    0.4276   -8515.8986  0.7232 
   00676    0.4092   -8536.4720  0.7301 
   00677    0.4152   -8555.3806  0.7284 
   00678    0.4148   -8561.4740  0.7323 
   00679    0.3996   -8545.3410  0.7346 
   00680    0.4172   -8578.0210  0.7357 
   00681    0.4044   -8603.7006  0.7385 
   00682    0.4184   -8580.0685  0.7395 
   00683    0.4080   -8609.9794  0.7417 
   00684    0.4196   -8589.3651  0.7490 
   00685    0.4172   -8591.6202  0.7532 
   00686    0.4176   -8534.6949  0.7526 
   00687    0.3876   -8529.3749  0.7553 
   00688    0.4168   -8559.6079  0.7607 
   00689    0.4248   -8600.2457  0.7603 
   00690    0.4100   -8563.2255  0.7582 
   00691    0.4044   -8519.5465  0.7600 
   00692    0.4216   -8522.9827  0.7609 
   00693    0.4120   -8545.6858  0.7734 
   00694    0.4032   -8533.7348  0.7702 
   00695    0.4252   -8533.3543  0.7639 
   00696    0.4152   -8561.7358  0.7649 
   00697    0.4104   -8511.3644  0.7623 
   00698    0.4180   -8519.7186  0.7644 
   00699    0.4260   -8521.3546  0.7637 
   00700    0.4008   -8517.8434  0.7683 
   00701    0.3920   -8564.0793  0.7689 
   00702    0.3968   -8559.0082  0.7702 
   00703    0.4180   -8518.7728  0.7666 
   00704    0.4056   -8505.2356  0.7644 
   00705    0.3932   -8488.1125  0.7612 
   00706    0.4196   -8510.2925  0.7619 
   00707    0.4332   -8505.3871  0.7602 
   00708    0.4124   -8513.8306  0.7623 
   00709    0.3952   -8550.2182  0.7690 
   00710    0.4124   -8507.3390  0.7645 
   00711    0.4228   -8511.5874  0.7645 
   00712    0.4064   -8516.2871  0.7637 
   00713    0.4172   -8563.9990  0.7662 
   00714    0.4000   -8568.9658  0.7634 
   00715    0.4156   -8568.0969  0.7611 
   00716    0.3992   -8564.0835  0.7657 
   00717    0.4068   -8613.5277  0.7691 
   00718    0.4104   -8593.8836  0.7634 
   00719    0.4240   -8552.4996  0.7603 
   00720    0.4108   -8574.1865  0.7578 
   00721    0.4004   -8546.7036  0.7576 
   00722    0.4068   -8546.1673  0.7571 
   00723    0.4124   -8574.7022  0.7538 
   00724    0.3888   -8538.6992  0.7530 
   00725    0.4052   -8518.5028  0.7470 
   00726    0.4132   -8469.3372  0.7439 
   00727    0.4200   -8500.9845  0.7435 
   00728    0.4272   -8515.2569  0.7407 
   00729    0.4132   -8539.4075  0.7440 
   00730    0.3964   -8562.9123  0.7489 
   00731    0.3988   -8549.0945  0.7580 
   00732    0.4208   -8561.9991  0.7636 
   00733    0.4000   -8565.9936  0.7692 
   00734    0.4188   -8562.2632  0.7704 
   00735    0.3828   -8566.0105  0.7714 
   00736    0.3968   -8583.8889  0.7738 
   00737    0.4112   -8644.1427  0.7742 
   00738    0.3940   -8609.1065  0.7732 
   00739    0.4144   -8605.8363  0.7698 
   00740    0.4164   -8582.5975  0.7695 
   00741    0.4040   -8599.1258  0.7705 
   00742    0.4084   -8595.7678  0.7697 
   00743    0.4192   -8583.3147  0.7672 
   00744    0.3996   -8620.5122  0.7683 
   00745    0.4072   -8661.3434  0.7688 
   00746    0.4020   -8634.9102  0.7719 
   00747    0.4016   -8617.3578  0.7667 
   00748    0.4080   -8581.1815  0.7629 
   00749    0.4040   -8589.7403  0.7618 
   00750    0.4212   -8579.3653  0.7635 
   00751    0.4128   -8523.4123  0.7637 
   00752    0.4124   -8463.1637  0.7554 
   00753    0.4224   -8494.9381  0.7560 
   00754    0.4128   -8528.9158  0.7571 
   00755    0.4012   -8518.3438  0.7544 
   00756    0.4144   -8526.3566  0.7595 
   00757    0.4016   -8534.6112  0.7571 
   00758    0.4092   -8547.8823  0.7587 
   00759    0.4200   -8545.5337  0.7612 
   00760    0.4076   -8557.9919  0.7622 
   00761    0.4176   -8552.5053  0.7653 
   00762    0.4184   -8541.6395  0.7669 
   00763    0.4148   -8586.0165  0.7699 
   00764    0.4076   -8588.0499  0.7708 
   00765    0.4048   -8565.3385  0.7721 
   00766    0.4136   -8587.4636  0.7686 
   00767    0.3952   -8546.5858  0.7702 
   00768    0.4092   -8590.3289  0.7734 
   00769    0.4220   -8633.0503  0.7783 
   00770    0.4292   -8621.9543  0.7770 
   00771    0.4040   -8615.9791  0.7784 
   00772    0.4148   -8601.9045  0.7770 
   00773    0.3956   -8575.7208  0.7765 
   00774    0.4168   -8566.7116  0.7760 
   00775    0.4012   -8626.9503  0.7821 
   00776    0.4156   -8571.4459  0.7772 
   00777    0.4068   -8574.4381  0.7728 
   00778    0.4172   -8583.9237  0.7677 
   00779    0.4168   -8580.2742  0.7641 
   00780    0.4048   -8590.2678  0.7663 
   00781    0.4116   -8596.8677  0.7678 
   00782    0.3936   -8613.1340  0.7696 
   00783    0.4228   -8573.5001  0.7675 
   00784    0.4092   -8584.2494  0.7658 
   00785    0.4148   -8582.5639  0.7678 
   00786    0.3956   -8552.0758  0.7665 
   00787    0.4124   -8563.1695  0.7662 
   00788    0.4032   -8563.6726  0.7626 
   00789    0.4220   -8569.9763  0.7610 
   00790    0.4172   -8560.3181  0.7642 
   00791    0.4120   -8604.6959  0.7658 
   00792    0.4124   -8580.4745  0.7662 
   00793    0.4028   -8531.9529  0.7513 
   00794    0.4060   -8535.6575  0.7499 
   00795    0.4380   -8520.6547  0.7465 
   00796    0.4112   -8501.2036  0.7539 
   00797    0.4176   -8545.1378  0.7594 
   00798    0.4048   -8554.5165  0.7579 
   00799    0.4036   -8556.9113  0.7560 
   00800    0.4300   -8525.3957  0.7508 
   00801    0.4024   -8511.4220  0.7563 
   00802    0.4252   -8499.8444  0.7543 
   00803    0.4108   -8519.1987  0.7582 
   00804    0.4104   -8558.6472  0.7584 
   00805    0.4116   -8603.8075  0.7606 
   00806    0.4028   -8604.2571  0.7640 
   00807    0.4068   -8612.1874  0.7609 
   00808    0.4200   -8627.9513  0.7611 
   00809    0.3904   -8600.4651  0.7605 
   00810    0.4152   -8560.6531  0.7608 
   00811    0.3928   -8554.0055  0.7561 
   00812    0.4068   -8576.7663  0.7552 
   00813    0.4216   -8602.9776  0.7589 
   00814    0.3992   -8574.2399  0.7626 
   00815    0.3952   -8609.7804  0.7669 
   00816    0.4164   -8574.1181  0.7640 
   00817    0.4028   -8556.9980  0.7603 
   00818    0.4064   -8528.2357  0.7581 
   00819    0.4076   -8541.0294  0.7606 
   00820    0.4196   -8568.4820  0.7593 
   00821    0.4108   -8560.7944  0.7552 
   00822    0.3876   -8538.8060  0.7463 
   00823    0.4132   -8537.4685  0.7446 
   00824    0.4216   -8534.0598  0.7395 
   00825    0.4356   -8472.1854  0.7329 
   00826    0.4068   -8505.1883  0.7340 
   00827    0.3944   -8555.6470  0.7410 
   00828    0.4192   -8542.5572  0.7385 
   00829    0.4164   -8478.2931  0.7412 
   00830    0.4164   -8546.7034  0.7474 
   00831    0.4148   -8568.9039  0.7551 
   00832    0.3972   -8555.4627  0.7488 
   00833    0.3904   -8549.8590  0.7492 
   00834    0.4240   -8508.7809  0.7497 
   00835    0.4104   -8541.2577  0.7506 
   00836    0.4060   -8553.8089  0.7500 
   00837    0.4280   -8597.5381  0.7452 
   00838    0.4072   -8574.2608  0.7442 
   00839    0.4192   -8571.9814  0.7467 
   00840    0.4164   -8575.6696  0.7488 
   00841    0.4096   -8557.5881  0.7440 
   00842    0.4156   -8526.0239  0.7439 
   00843    0.4060   -8552.1670  0.7403 
   00844    0.4236   -8568.5961  0.7460 
   00845    0.4112   -8580.6053  0.7455 
   00846    0.4068   -8551.7088  0.7438 
   00847    0.4204   -8526.0944  0.7436 
   00848    0.4068   -8535.9802  0.7516 
   00849    0.4120   -8549.9775  0.7568 
   00850    0.4076   -8502.6760  0.7547 
   00851    0.4180   -8522.2557  0.7570 
   00852    0.4024   -8570.3094  0.7590 
   00853    0.4264   -8537.2621  0.7570 
   00854    0.4116   -8534.8739  0.7580 
   00855    0.4036   -8545.1264  0.7582 
   00856    0.4064   -8568.5502  0.7569 
   00857    0.3992   -8535.5369  0.7553 
   00858    0.4180   -8530.5737  0.7536 
   00859    0.3904   -8557.9444  0.7572 
   00860    0.4144   -8561.2424  0.7587 
   00861    0.3996   -8565.5136  0.7605 
   00862    0.3976   -8563.6000  0.7630 
   00863    0.4040   -8587.7188  0.7629 
   00864    0.4076   -8597.0877  0.7604 
   00865    0.4028   -8566.9177  0.7565 
   00866    0.4148   -8538.2731  0.7572 
   00867    0.4120   -8514.9425  0.7569 
   00868    0.4276   -8535.0425  0.7547 
   00869    0.4088   -8578.4019  0.7539 
   00870    0.4144   -8572.8676  0.7512 
   00871    0.4056   -8570.2321  0.7573 
   00872    0.4316   -8537.3444  0.7497 
   00873    0.4140   -8577.3379  0.7504 
   00874    0.3912   -8583.8358  0.7516 
   00875    0.3968   -8587.2700  0.7533 
   00876    0.4156   -8570.6484  0.7518 
   00877    0.3908   -8581.4705  0.7500 
   00878    0.4028   -8566.6729  0.7499 
   00879    0.4008   -8507.7173  0.7444 
   00880    0.4236   -8494.9115  0.7464 
   00881    0.4180   -8486.7955  0.7489 
   00882    0.4040   -8530.2716  0.7553 
   00883    0.4020   -8546.3543  0.7549 
   00884    0.4184   -8549.0838  0.7537 
   00885    0.4116   -8569.0004  0.7454 
   00886    0.4388   -8573.7292  0.7469 
   00887    0.4016   -8567.7257  0.7525 
   00888    0.4024   -8569.8750  0.7538 
   00889    0.4304   -8552.9197  0.7492 
   00890    0.4168   -8554.6202  0.7507 
   00891    0.4120   -8558.6454  0.7434 
   00892    0.4044   -8560.5886  0.7425 
   00893    0.4160   -8538.2341  0.7407 
   00894    0.3956   -8590.9232  0.7453 
   00895    0.4064   -8609.6141  0.7450 
   00896    0.4172   -8628.8629  0.7475 
   00897    0.3964   -8619.5276  0.7513 
   00898    0.4032   -8572.5036  0.7518 
   00899    0.4084   -8569.3713  0.7477 
   00900    0.4016   -8604.0650  0.7508 
   00901    0.4128   -8626.6479  0.7517 
   00902    0.4112   -8623.1569  0.7483 
   00903    0.4112   -8611.6095  0.7508 
   00904    0.4260   -8604.1914  0.7520 
   00905    0.4128   -8597.7628  0.7555 
   00906    0.4120   -8575.0994  0.7583 
   00907    0.4104   -8604.2691  0.7524 
   00908    0.4096   -8627.5872  0.7571 
   00909    0.4136   -8606.2674  0.7559 
   00910    0.4044   -8591.4924  0.7569 
   00911    0.3996   -8552.0437  0.7527 
   00912    0.4072   -8529.7380  0.7527 
   00913    0.4132   -8541.5069  0.7543 
   00914    0.4224   -8567.0231  0.7605 
   00915    0.3932   -8573.9337  0.7612 
   00916    0.4172   -8561.1581  0.7631 
   00917    0.4036   -8570.7867  0.7652 
   00918    0.4032   -8597.1249  0.7699 
   00919    0.4040   -8605.1309  0.7693 
   00920    0.4076   -8603.8333  0.7658 
   00921    0.4180   -8601.9966  0.7669 
   00922    0.3916   -8543.4682  0.7623 
   00923    0.4036   -8566.9516  0.7636 
   00924    0.3840   -8623.5144  0.7664 
   00925    0.4044   -8593.1345  0.7697 
   00926    0.4160   -8616.0335  0.7696 
   00927    0.3960   -8621.3276  0.7639 
   00928    0.4160   -8598.3583  0.7578 
   00929    0.4084   -8595.8411  0.7562 
   00930    0.4136   -8555.2584  0.7537 
   00931    0.4080   -8576.6447  0.7569 
   00932    0.4052   -8567.9991  0.7554 
   00933    0.4132   -8574.1144  0.7564 
   00934    0.4184   -8602.8559  0.7612 
   00935    0.4152   -8614.2501  0.7616 
   00936    0.4260   -8598.1810  0.7628 
   00937    0.4056   -8585.9371  0.7680 
   00938    0.4016   -8593.3499  0.7653 
   00939    0.4132   -8568.4349  0.7662 
   00940    0.4160   -8556.4696  0.7647 
   00941    0.4028   -8593.3565  0.7692 
   00942    0.4068   -8600.9581  0.7739 
   00943    0.4012   -8567.6776  0.7674 
   00944    0.4028   -8524.6575  0.7651 
   00945    0.4136   -8507.5371  0.7615 
   00946    0.4172   -8506.0384  0.7632 
   00947    0.4156   -8535.4456  0.7595 
   00948    0.4196   -8604.6946  0.7649 
   00949    0.4184   -8610.7741  0.7682 
   00950    0.4084   -8649.0726  0.7663 
   00951    0.4092   -8622.1565  0.7646 
   00952    0.4068   -8650.6946  0.7616 
   00953    0.4116   -8622.3513  0.7548 
   00954    0.4104   -8607.5306  0.7547 
   00955    0.3992   -8597.8650  0.7577 
   00956    0.4268   -8610.5801  0.7585 
   00957    0.4068   -8579.3320  0.7585 
   00958    0.4216   -8544.6430  0.7638 
   00959    0.4084   -8535.1083  0.7643 
   00960    0.4024   -8522.5728  0.7607 
   00961    0.4296   -8515.6337  0.7608 
   00962    0.4124   -8503.5999  0.7590 
   00963    0.4036   -8530.8965  0.7608 
   00964    0.4172   -8513.0218  0.7613 
   00965    0.4228   -8546.5623  0.7640 
   00966    0.4016   -8565.9836  0.7740 
   00967    0.4152   -8614.8724  0.7787 
   00968    0.4012   -8554.4915  0.7747 
   00969    0.4028   -8562.6030  0.7751 
   00970    0.4072   -8583.1031  0.7756 
   00971    0.4196   -8546.4355  0.7765 
   00972    0.4052   -8564.6025  0.7771 
   00973    0.4128   -8580.5039  0.7768 
   00974    0.4152   -8603.9945  0.7774 
   00975    0.4172   -8555.9366  0.7766 
   00976    0.4260   -8515.7035  0.7724 
   00977    0.4084   -8515.5538  0.7765 
   00978    0.4132   -8514.3839  0.7789 
   00979    0.4092   -8567.0763  0.7831 
   00980    0.4008   -8603.3816  0.7833 
   00981    0.4012   -8568.4436  0.7829 
   00982    0.3972   -8543.0230  0.7813 
   00983    0.4148   -8571.4378  0.7834 
   00984    0.3968   -8570.5923  0.7851 
   00985    0.4256   -8575.5972  0.7838 
   00986    0.4156   -8566.2612  0.7840 
   00987    0.4040   -8575.6010  0.7870 
   00988    0.4176   -8509.4203  0.7826 
   00989    0.4212   -8574.3154  0.7812 
   00990    0.4124   -8589.6299  0.7840 
   00991    0.4080   -8582.2011  0.7802 
   00992    0.3996   -8587.3607  0.7792 
   00993    0.4160   -8596.2522  0.7826 
   00994    0.4076   -8632.4593  0.7881 
   00995    0.4144   -8623.2629  0.7867 
   00996    0.4024   -8629.7986  0.7893 
   00997    0.3924   -8655.9972  0.7921 
   00998    0.4012   -8637.8126  0.7934 
   00999    0.4024   -8631.3913  0.7939 
   01000    0.3928   -8655.4547  0.7975 
