numba_parallel.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.377, Time: 0.029685 s
         1743071 function calls (1714811 primitive calls) in 1.440 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.007    0.007 _parser.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _docscrape.py:16(strip_blank_lines)
        1    0.000    0.000    0.003    0.003 plistlib.py:1(<module>)
       17    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       19    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
      165    0.000    0.000    0.000    0.000 _utils.py:13(is_used)
        6    0.000    0.000    0.000    0.000 codegen.py:1221(_create_empty_module)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.005    0.005 lowering.py:1(<module>)
        1    0.000    0.000    0.002    0.002 backend_tools.py:1(<module>)
        1    0.000    0.000    0.028    0.028 callconv.py:1(<module>)
       62    0.000    0.000    0.000    0.000 patches.py:2372(_register_style)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
        1    0.000    0.000    0.256    0.256 figure.py:1(<module>)
       13    0.000    0.000    0.000    0.000 values.py:961(append_basic_block)
        5    0.000    0.000    0.000    0.000 targets.py:108(get_host_cpu_name)
       10    0.000    0.000    0.000    0.000 context.py:13(get_global_context)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.001    0.000 values.py:1172(descr)
       18    0.000    0.000    0.002    0.000 __init__.py:469(entry_points)
        1    0.000    0.000    0.004    0.004 interpreter.py:1(<module>)
       20    0.000    0.000    0.000    0.000 old_scalars.py:41(from_bitwidth)
        2    0.000    0.000    0.001    0.001 analysis.py:1(<module>)
       32    0.000    0.000    0.000    0.000 module.py:215(__init__)
       45    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        3    0.000    0.000    0.092    0.031 decorators.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cpu.py:225(get_executable)
        2    0.000    0.000    0.000    0.000 nrtdynmod.py:111(_define_atomic_inc_dec)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       27    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        8    0.000    0.000    0.000    0.000 compiler_lock.py:31(__call__)
        1    0.000    0.000    0.019    0.019 offsetbox.py:1(<module>)
        5    0.000    0.000    0.000    0.000 executionengine.py:196(_raw_object_cache_getbuffer)
      107    0.000    0.000    0.000    0.000 registry.py:5(register)
        4    0.000    0.000    0.000    0.000 colors.py:2629(Norm)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       42    0.000    0.000    0.000    0.000 functions.py:493(_store_object)
       70    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        1    0.000    0.000    0.000    0.000 compiler.py:42(Flags)
        6    0.000    0.000    0.001    0.000 module.py:233(__repr__)
       39    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 numba_parallel.py:54(initdat)
       28    0.000    0.000    0.000    0.000 rcsetup.py:474(_validate_linestyle)
        8    0.000    0.000    0.000    0.000 inspect.py:904(getfile)
      161    0.000    0.000    0.000    0.000 core.py:1767(leave_whitespace)
      119    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        2    0.000    0.000    0.002    0.001 dataclasses.py:1443(make_dataclass)
       50    0.000    0.000    0.000    0.000 environment.py:60(lookup_environment)
        9    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
       58    0.000    0.000    0.000    0.000 __init__.py:447(_make)
        1    0.000    0.000    0.006    0.006 artist.py:1(<module>)
        4    0.000    0.000    0.000    0.000 module.py:151(triple)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       46    0.000    0.000    0.000    0.000 castgraph.py:62(__iter__)
        1    0.000    0.000    0.000    0.000 targets.py:74(get_host_cpu_features)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cython.py:1(<module>)
       22    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       22    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
        1    0.000    0.000    0.001    0.001 caching.py:1(<module>)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
       13    0.000    0.000    0.000    0.000 types.py:84(__call__)
       42    0.000    0.000    0.000    0.000 functions.py:512(__hash__)
       12    0.000    0.000    0.000    0.000 event.py:337(install_timer)
        1    0.000    0.000    0.027    0.027 rules.py:16(_init_casting_rules)
        1    0.000    0.000    0.015    0.015 ffi.py:117(_load_lib)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.016    0.016 _pickle.py:1(<module>)
      157    0.000    0.000    0.000    0.000 _docscrape.py:153(__getitem__)
        1    0.000    0.000    0.016    0.016 polar.py:1(<module>)
       95    0.000    0.000    0.000    0.000 __init__.py:185(keys)
       22    0.000    0.000    0.000    0.000 targetconfig.py:110(make_prop)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
        8    0.000    0.000    0.001    0.000 typing.py:740(Optional)
        1    0.000    0.000    0.193    0.193 colorbar.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _docscrape.py:49(read)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:1511(__mul__)
        1    0.000    0.000    0.000    0.000 patches.py:3167(ArrowStyle)
       54    0.000    0.000    0.000    0.000 imputils.py:103(decorate)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        6    0.000    0.000    0.000    0.000 __init__.py:678(children)
    24/21    0.000    0.000    0.000    0.000 values.py:455(_get_reference)
       42    0.000    0.000    0.000    0.000 dispatcher.py:251(_make_finalizer)
        1    0.000    0.000    0.004    0.004 _svdp.py:1(<module>)
      206    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        6    0.000    0.000    0.000    0.000 builder.py:297(if_then)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:55(_make_fontconfig_parser)
        6    0.000    0.000    0.000    0.000 __init__.py:695(mtime)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
        1    0.000    0.000    0.000    0.000 artist.py:116(Artist)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1380(serialize_uncached)
        5    0.000    0.000    0.000    0.000 extending.py:39(decorate)
        1    0.000    0.000    0.001    0.001 traceback.py:399(_extract_from_extended_frame_gen)
       37    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       42    0.000    0.000    0.000    0.000 typeconv.py:66(get_pointer)
        1    0.000    0.000    0.001    0.001 externals.py:124(_do_install)
        1    0.000    0.000    0.000    0.000 collections.py:28(Collection)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
      100    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       14    0.000    0.000    0.001    0.000 typeof.py:27(typeof)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
       27    0.000    0.000    0.001    0.000 core.py:5755(__init__)
        1    0.000    0.000    0.001    0.001 old_cmathdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       22    0.000    0.000    0.000    0.000 _docstring.py:113(register)
       38    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       14    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
        4    0.000    0.000    0.001    0.000 warnings.py:131(filterwarnings)
      197    0.000    0.000    0.000    0.000 value.py:129(is_function)
       20    0.000    0.000    0.000    0.000 values.py:1051(__init__)
        3    0.000    0.000    0.000    0.000 instructions.py:215(set_weights)
      122    0.000    0.000    0.000    0.000 core.py:2449(__getnewargs__)
        4    0.000    0.000    0.001    0.000 tempfile.py:243(_mkstemp_inner)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.005    0.002 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
       78    0.000    0.000    0.000    0.000 __init__.py:120(valid)
      105    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        7    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        2    0.000    0.000    0.000    0.000 targetconfig.py:92(__init__)
       23    0.000    0.000    0.000    0.000 ffi.py:285(__str__)
        1    0.000    0.000    0.001    0.001 compiler_machinery.py:1(<module>)
       10    0.000    0.000    0.000    0.000 context.py:19(__init__)
        3    0.000    0.000    0.009    0.003 module.py:29(parse_bitcode)
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
       58    0.000    0.000    0.000    0.000 __init__.py:224(_for)
       42    0.000    0.000    0.000    0.000 builder.py:351(_insert)
        1    0.000    0.000    0.000    0.000 polynomial_functions.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
        1    0.000    0.000    0.004    0.004 ticker.py:1(<module>)
        4    0.000    0.000    0.001    0.000 codegen.py:781(_verify_declare_only_symbols)
        8    0.000    0.000    0.001    0.000 colors.py:2562(make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
       23    0.000    0.000    0.000    0.000 core.py:5297(__init__)
       56    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       85    0.000    0.000    0.000    0.000 core.py:1955(streamline)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:428(is_registered)
        4    0.000    0.000    0.000    0.000 function_base.py:2285(__init__)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 polynomial_core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _scalars.py:1(<module>)
       70    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        1    0.000    0.000    0.001    0.001 npytypes.py:1(<module>)
       50    0.000    0.000    0.000    0.000 npytypes.py:482(key)
      105    0.000    0.000    0.001    0.000 __init__.py:336(wrapper)
       97    0.000    0.000    0.000    0.000 core.py:6100(<genexpr>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        7    0.000    0.000    0.002    0.000 templates.py:1059(_init_once)
       40    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.001    0.001 old_scalars.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _docscrape.py:290(_parse_see_also)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 orcjit.py:1(<module>)
      166    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
       19    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.001    0.001 dufunc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:3081(_hash_basis)
       18    0.000    0.000    0.000    0.000 values.py:52(wrap)
       23    0.000    0.000    0.001    0.000 ast.py:34(parse)
       90    0.000    0.000    0.000    0.000 targets.py:70(<genexpr>)
        2    0.000    0.000    0.001    0.000 __init__.py:519(_get_config_or_cache_dir)
       21    0.000    0.000    0.000    0.000 old_mathimpl.py:139(unary_math_extern)
       21    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
       18    0.000    0.000    0.001    0.000 arrayprint.py:1595(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 deprecation.py:314(delete_parameter)
        4    0.000    0.000    0.001    0.000 codegen.py:1040(scan_defined_symbols)
        8    0.000    0.000    0.001    0.000 core.py:2941(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 pythonapi.py:169(__init__)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parallel.py:532(_load_threading_functions)
        1    0.000    0.000    0.000    0.000 transforms.py:208(BboxBase)
        1    0.000    0.000    0.022    0.022 _decomp.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:2462(_generateDefaultName)
       38    0.000    0.000    0.000    0.000 _docscrape.py:457(_str_indent)
        5    0.000    0.000    0.000    0.000 registry.py:60(__init__)
      161    0.000    0.000    0.000    0.000 util.py:241(escape_re_range_char)
        1    0.000    0.000    0.003    0.003 nrtdynmod.py:181(create_nrt_module)
        1    0.000    0.000    0.005    0.005 __init__.py:245(_check_versions)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:20(_lazy_init_db)
       42    0.000    0.000    0.000    0.000 bytecode.py:44(get_code_object)
        8    0.000    0.000    0.000    0.000 old_scalars.py:46(cast_python_value)
       42    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
        1    0.000    0.000    0.000    0.000 scale.py:729(_get_scale_docs)
        4    0.000    0.000    0.000    0.000 npytypes.py:444(__init__)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
       48    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       86    0.000    0.000    0.000    0.000 npydecl.py:316(typing_class)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       11    0.000    0.000    0.001    0.000 core.py:2942(charsAsStr)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.001    0.001 coverage_support.py:1(<module>)
      125    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.001    0.001 generator_core.py:1(<module>)
       42    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        3    0.000    0.000    0.000    0.000 contextlib.py:567(__exit__)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1076(ArrayAnalysis)
        1    0.000    0.000    0.000    0.000 optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compressed.py:24(_cs_matrix)
        1    0.000    0.000    0.008    0.008 _svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typedlist.py:193(List)
       41    0.000    0.000    0.000    0.000 types.py:279(__new__)
        1    0.000    0.000    0.001    0.001 _linalg.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:101(section_pairs)
        4    0.000    0.000    0.001    0.000 dataclasses.py:638(_frozen_get_del_attr)
     10/4    0.000    0.000    0.001    0.000 core.py:4355(streamline)
        1    0.000    0.000    0.000    0.000 array_exprs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _tricontour.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:675(joinpath)
       12    0.000    0.000    0.000    0.000 core.py:6054(<lambda>)
       18    0.000    0.000    0.000    0.000 __init__.py:838(_name_from_stem)
        6    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
       78    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
        1    0.000    0.000    0.001    0.001 nrt.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
       11    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.039    0.039 _fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
        4    0.000    0.000    0.000    0.000 codegen.py:775(_finalize_dynamic_globals)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        1    0.000    0.000    0.001    0.001 abstract.py:1(<module>)
        7    0.000    0.000    0.001    0.000 extending.py:190(decorate)
       29    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
       30    0.000    0.000    0.000    0.000 pathlib.py:583(name)
       19    0.000    0.000    0.006    0.000 __init__.py:910(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
        4    0.000    0.000    0.010    0.002 codegen.py:1004(_finalize_specific)
       40    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
        1    0.000    0.000    0.000    0.000 event.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       36    0.000    0.000    0.002    0.000 quicksort.py:260(<lambda>)
        6    0.000    0.000    0.000    0.000 __init__.py:728(search)
        1    0.000    0.000    0.002    0.002 _afm.py:1(<module>)
       50    0.000    0.000    0.000    0.000 cbook.py:1861(_str_lower_equal)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:314(_from_text)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
       74    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 {function Pickler.dump at 0x1520a0f4ec00}
        1    0.000    0.000    0.001    0.001 old_random_methods.py:1(<module>)
        3    0.000    0.000    0.013    0.004 __init__.py:343(__init__)
       47    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:1(<module>)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.001    0.001 nrtdynmod.py:63(_define_nrt_decref)
        5    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
       38    0.000    0.000    0.000    0.000 sigutils.py:4(is_signature)
       29    0.000    0.000    0.000    0.000 cbook.py:1337(_to_unmasked_float_array)
        3    0.000    0.000    0.000    0.000 instructions.py:133(_descr)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        3    0.000    0.000    0.042    0.014 caching.py:684(_load_overload)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
      157    0.000    0.000    0.000    0.000 rcsetup.py:70(func)
       18    0.000    0.000    0.000    0.000 _functools.py:99(wrapper)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2265(_IPv6Constants)
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stencilparfor.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        1    0.000    0.000    0.000    0.000 enumimpl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1661(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.007    0.007 message.py:1(<module>)
       18    0.000    0.000    0.001    0.000 pathlib.py:1005(open)
        1    0.000    0.000    0.006    0.006 _docscrape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
      208    0.000    0.000    0.000    0.000 multiarray.py:503(can_cast)
        1    0.000    0.000    0.000    0.000 codegen.py:1249(_function_pass_manager)
        1    0.000    0.000    0.000    0.000 decorator.py:144(make)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.002    0.002 _char_codes.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _docscrape.py:85(read_to_next_unindented_line)
        1    0.000    0.000    0.006    0.006 __init__.py:901(entry_points)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
       50    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       15    0.000    0.000    0.000    0.000 _docscrape.py:28(__init__)
        7    0.000    0.000    0.000    0.000 executionengine.py:145(_find_module_ptr)
        2    0.000    0.000    0.008    0.004 _adapters.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
       14    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
       39    0.000    0.000    0.001    0.000 ffi.py:275(__exit__)
     12/2    0.000    0.000    0.000    0.000 core.py:1571(makeOptionalList)
        7    0.000    0.000    0.000    0.000 core.py:1478(__radd__)
        1    0.000    0.000    0.000    0.000 slicing.py:1(<module>)
       44    0.000    0.000    0.000    0.000 _docscrape.py:403(<genexpr>)
       13    0.000    0.000    0.008    0.001 rcsetup.py:426(validate_font_properties)
        1    0.000    0.000    0.000    0.000 imputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1173(Pickler)
       11    0.000    0.000    0.000    0.000 values.py:781(__init__)
        1    0.000    0.000    0.001    0.001 types.py:1(<module>)
        1    0.000    0.000    0.001    0.001 actions.py:1(<module>)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:35(__init__)
        1    0.000    0.000    0.012    0.012 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:1(<module>)
       18    0.000    0.000    0.000    0.000 builder.py:30(wrap)
        1    0.000    0.000    0.016    0.016 codegen.py:747(finalize)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 pylowering.py:1(<module>)
       38    0.000    0.000    0.000    0.000 rcsetup.py:759(<genexpr>)
       78    0.000    0.000    0.000    0.000 util.py:109(get)
        1    0.000    0.000    0.021    0.021 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npydecl.py:427(register_number_classes)
        3    0.000    0.000    0.000    0.000 itanium_mangler.py:127(mangle_identifier)
       47    0.000    0.000    0.000    0.000 _utils.py:71(_stringify_metadata)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       13    0.000    0.000    0.000    0.000 functools.py:651(cache)
       68    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
       65    0.000    0.000    0.000    0.000 _internal.py:8(get_xp)
        1    0.000    0.000    0.000    0.000 boxing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gdb_hook.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.001    0.001 synchronize.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImageFile.py:1(<module>)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 old_hashing.py:398(DJBX33A)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        3    0.000    0.000    0.000    0.000 pathlib.py:1398(expanduser)
      166    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        1    0.000    0.000    0.003    0.003 _docscrape.py:112(NumpyDocString)
        1    0.000    0.000    0.086    0.086 stencil.py:1(<module>)
        9    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       70    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
        4    0.000    0.000    0.000    0.000 ast.py:56(literal_eval)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 transforms.py:668(Bbox)
      108    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.008    0.008 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:1351(getfullargspec)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
       31    0.000    0.000    0.000    0.000 warnings.py:456(__init__)
        3    0.000    0.000    0.398    0.133 caching.py:673(load_overload)
       16    0.000    0.000    0.000    0.000 module.py:248(_dispose)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.052    0.052 config.py:1(<module>)
       17    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
        3    0.000    0.000    0.001    0.000 caching.py:574(_load_data)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
      119    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        3    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.003    0.003 _pep440.py:1(<module>)
        3    0.000    0.000    0.000    0.000 caching.py:724(_index_key)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 newpassmanagers.py:133(PipelineTuningOptions)
        1    0.000    0.000    0.003    0.003 _csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
       47    0.000    0.000    0.000    0.000 typeconv.py:63(set_safe_convert)
       52    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 getlimits.py:307(_get_machar)
        8    0.000    0.000    0.005    0.001 core.py:5779(__init__)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
        1    0.000    0.000    0.000    0.000 value.py:83(ValueRef)
        5    0.000    0.000    0.008    0.002 _docscrape.py:579(__init__)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        4    0.000    0.000    0.000    0.000 npydecl.py:402(_numpy_redirect)
        4    0.000    0.000    0.001    0.000 tempfile.py:610(TemporaryFile)
        7    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
       12    0.000    0.000    0.000    0.000 values.py:1123(__str__)
       43    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        4    0.000    0.000    0.001    0.000 codegen.py:1316(_scan_and_fix_unresolved_refs)
       16    0.000    0.000    0.000    0.000 module.py:237(_dispose)
       35    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        4    0.000    0.000    0.001    0.000 dataclasses.py:627(_repr_fn)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(spmatrix)
        1    0.000    0.000    0.006    0.006 codegen.py:667(_optimize_final_module)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
       13    0.000    0.000    0.000    0.000 builder.py:357(_set_terminator)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
