#=====================================================
# File created:        Tue-18-Feb-2025-at-06-02-11PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        2.001494
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00055    0.4160   -8166.0390  0.3456 
   00056    0.4196   -8193.4392  0.3472 
   00057    0.4400   -8197.2275  0.3511 
   00058    0.4176   -8215.6289  0.3515 
   00059    0.4164   -8233.3957  0.3530 
   00060    0.4384   -8232.0441  0.3471 
   00061    0.4220   -8259.9736  0.3459 
   00062    0.4160   -8186.7386  0.3487 
   00063    0.4340   -8192.7013  0.3471 
   00064    0.4264   -8201.6501  0.3498 
   00065    0.4596   -8224.8987  0.3474 
   00066    0.4188   -8225.8559  0.3396 
   00067    0.4220   -8260.8535  0.3418 
   00068    0.4156   -8259.4065  0.3453 
   00069    0.4228   -8336.8540  0.3485 
   00070    0.4292   -8297.3616  0.3453 
   00071    0.4220   -8310.0721  0.3377 
   00072    0.4208   -8285.0098  0.3336 
   00073    0.4216   -8283.7616  0.3273 
   00074    0.4536   -8293.2952  0.3185 
   00075    0.4096   -8295.7833  0.3303 
   00076    0.4112   -8268.5794  0.3356 
   00077    0.4088   -8255.3608  0.3367 
   00078    0.4216   -8237.4756  0.3340 
   00079    0.4140   -8268.4579  0.3315 
   00080    0.4216   -8287.7959  0.3316 
   00081    0.4280   -8319.1203  0.3365 
   00082    0.4120   -8329.2898  0.3315 
   00083    0.4128   -8285.0173  0.3320 
   00084    0.4248   -8284.5780  0.3344 
   00085    0.4316   -8235.8308  0.3393 
   00086    0.4200   -8260.8757  0.3403 
   00087    0.4252   -8265.0248  0.3365 
   00088    0.4180   -8279.9644  0.3347 
   00089    0.4136   -8286.8302  0.3248 
   00090    0.4080   -8266.5650  0.3292 
   00091    0.4244   -8303.0876  0.3272 
   00092    0.4276   -8357.2118  0.3191 
   00093    0.4144   -8285.6329  0.3145 
   00094    0.4104   -8319.0619  0.3176 
   00095    0.4300   -8304.8135  0.3226 
   00096    0.4248   -8342.3199  0.3277 
   00097    0.4168   -8352.5732  0.3264 
   00098    0.4256   -8348.7438  0.3297 
   00099    0.4244   -8348.7817  0.3275 
   00100    0.4204   -8338.2024  0.3319 
   00101    0.4228   -8376.1862  0.3344 
   00102    0.4280   -8372.6837  0.3330 
   00103    0.4128   -8326.6523  0.3333 
   00104    0.3984   -8387.6648  0.3358 
   00105    0.4148   -8386.8573  0.3359 
   00106    0.4080   -8384.9249  0.3355 
   00107    0.4124   -8360.6219  0.3317 
   00108    0.4196   -8363.1428  0.3351 
   00109    0.4100   -8385.0238  0.3283 
   00110    0.4180   -8379.7838  0.3277 
   00111    0.4160   -8368.7088  0.3262 
   00112    0.4376   -8337.2353  0.3265 
   00113    0.4252   -8334.4106  0.3237 
   00114    0.4244   -8392.7226  0.3288 
   00115    0.4200   -8367.3200  0.3329 
   00116    0.4188   -8400.8476  0.3344 
   00117    0.3780   -8432.9528  0.3349 
   00118    0.4300   -8400.8595  0.3405 
   00119    0.4072   -8407.4642  0.3436 
   00120    0.3900   -8346.9980  0.3460 
   00121    0.4192   -8333.9611  0.3379 
   00122    0.4184   -8323.4995  0.3400 
   00123    0.4464   -8314.4734  0.3365 
   00124    0.4156   -8337.6782  0.3348 
   00125    0.4272   -8347.3511  0.3363 
   00126    0.4104   -8342.0227  0.3346 
   00127    0.4192   -8386.0184  0.3423 
   00128    0.4068   -8396.0381  0.3396 
   00129    0.4032   -8348.4928  0.3369 
   00130    0.4188   -8347.5537  0.3369 
   00131    0.4268   -8365.5797  0.3304 
   00132    0.4228   -8383.2106  0.3309 
   00133    0.4248   -8445.8184  0.3240 
   00134    0.4048   -8457.6350  0.3253 
   00135    0.4404   -8402.3096  0.3207 
   00136    0.4152   -8394.0230  0.3206 
   00137    0.4060   -8413.8090  0.3230 
   00138    0.4096   -8371.8986  0.3246 
   00139    0.4124   -8394.3026  0.3238 
   00140    0.4088   -8387.1918  0.3282 
   00141    0.4020   -8386.5318  0.3326 
   00142    0.4136   -8403.7985  0.3325 
   00143    0.4376   -8387.6982  0.3379 
   00144    0.4140   -8425.4925  0.3381 
   00145    0.4168   -8446.5082  0.3386 
   00146    0.4292   -8504.9201  0.3406 
   00147    0.3984   -8485.9056  0.3343 
   00148    0.4140   -8444.1005  0.3306 
   00149    0.4148   -8433.5026  0.3234 
   00150    0.4116   -8421.0268  0.3242 
   00151    0.4036   -8432.9373  0.3223 
   00152    0.4328   -8428.4403  0.3283 
   00153    0.4100   -8406.5921  0.3316 
   00154    0.4256   -8453.1493  0.3282 
   00155    0.3996   -8436.9390  0.3304 
   00156    0.4164   -8393.3849  0.3336 
   00157    0.4140   -8434.8105  0.3410 
   00158    0.4244   -8390.2854  0.3418 
   00159    0.4048   -8436.6356  0.3387 
   00160    0.4084   -8369.3997  0.3373 
   00161    0.4048   -8381.1263  0.3388 
   00162    0.4080   -8375.1231  0.3323 
   00163    0.4144   -8374.9081  0.3345 
   00164    0.4120   -8360.2433  0.3280 
   00165    0.4300   -8375.0456  0.3251 
   00166    0.4216   -8452.8542  0.3195 
   00167    0.4232   -8471.7369  0.3238 
   00168    0.4180   -8455.9596  0.3247 
   00169    0.4172   -8410.6603  0.3230 
   00170    0.3916   -8454.0042  0.3267 
   00171    0.4008   -8491.2566  0.3251 
   00172    0.3972   -8460.2184  0.3174 
   00173    0.4152   -8453.7077  0.3150 
   00174    0.4076   -8429.6028  0.3173 
   00175    0.4120   -8439.9110  0.3193 
   00176    0.3968   -8456.1181  0.3188 
   00177    0.4048   -8460.3234  0.3215 
   00178    0.4052   -8443.3890  0.3179 
   00179    0.4040   -8426.8918  0.3179 
   00180    0.4080   -8375.8190  0.3249 
   00181    0.4140   -8381.5980  0.3286 
   00182    0.4068   -8417.8465  0.3360 
   00183    0.4092   -8354.3567  0.3382 
   00184    0.4160   -8407.9745  0.3371 
   00185    0.4200   -8423.3598  0.3303 
   00186    0.4132   -8404.8057  0.3271 
   00187    0.4148   -8386.3327  0.3264 
   00188    0.4196   -8372.5584  0.3273 
   00189    0.4100   -8398.1250  0.3265 
   00190    0.4200   -8376.3757  0.3299 
   00191    0.4052   -8365.9204  0.3332 
   00192    0.4236   -8358.9459  0.3268 
   00193    0.4172   -8375.0891  0.3263 
   00194    0.4020   -8389.1761  0.3269 
   00195    0.4032   -8470.2689  0.3281 
   00196    0.4060   -8446.2182  0.3315 
   00197    0.4152   -8428.1507  0.3245 
   00198    0.4120   -8396.0735  0.3236 
   00199    0.4068   -8374.7081  0.3200 
   00200    0.4324   -8401.0700  0.3139 
   00201    0.4084   -8438.0338  0.3156 
   00202    0.4184   -8416.3410  0.3156 
   00203    0.4004   -8385.1720  0.3147 
   00204    0.4228   -8406.7648  0.3135 
   00205    0.4080   -8433.2093  0.3123 
   00206    0.4224   -8445.7889  0.3036 
   00207    0.4096   -8422.3882  0.3109 
   00208    0.4052   -8424.9320  0.3136 
   00209    0.4160   -8462.8437  0.3107 
   00210    0.4004   -8441.0912  0.3108 
   00211    0.4140   -8390.7795  0.3076 
   00212    0.4080   -8399.8242  0.3133 
   00213    0.4096   -8355.3558  0.3159 
   00214    0.4188   -8383.8751  0.3133 
   00215    0.4104   -8394.2281  0.3108 
   00216    0.4468   -8424.5961  0.3197 
   00217    0.4304   -8462.7428  0.3191 
   00218    0.4180   -8486.5932  0.3192 
   00219    0.4156   -8490.1234  0.3190 
   00220    0.4192   -8497.0113  0.3183 
   00221    0.4116   -8463.1019  0.3180 
   00222    0.4308   -8459.7413  0.3171 
   00223    0.4068   -8463.5674  0.3164 
   00224    0.4152   -8453.8725  0.3198 
   00225    0.4196   -8459.5780  0.3136 
   00226    0.4192   -8425.5356  0.3199 
   00227    0.4264   -8408.2268  0.3151 
   00228    0.4276   -8440.9377  0.3130 
   00229    0.4176   -8441.8572  0.3069 
   00230    0.4284   -8425.2006  0.3081 
   00231    0.3980   -8420.2883  0.3089 
   00232    0.4260   -8436.0306  0.3079 
   00233    0.4380   -8406.6461  0.3109 
   00234    0.4084   -8376.0767  0.3107 
   00235    0.4136   -8384.4580  0.3089 
   00236    0.4280   -8402.2716  0.3117 
   00237    0.4180   -8427.2247  0.3143 
   00238    0.4044   -8415.1977  0.3118 
   00239    0.3992   -8419.6852  0.3160 
   00240    0.4120   -8441.6496  0.3162 
   00241    0.4036   -8417.6424  0.3158 
   00242    0.4204   -8452.5562  0.3175 
   00243    0.4176   -8401.8142  0.3154 
   00244    0.3960   -8415.8639  0.3148 
   00245    0.4184   -8413.8324  0.3168 
   00246    0.4208   -8388.9244  0.3158 
   00247    0.4068   -8412.3873  0.3247 
   00248    0.4236   -8411.1243  0.3255 
   00249    0.4016   -8384.8974  0.3337 
   00250    0.4084   -8422.1063  0.3271 
   00251    0.4108   -8417.8960  0.3330 
   00252    0.4108   -8411.4151  0.3351 
   00253    0.4288   -8383.7590  0.3387 
   00254    0.3980   -8335.3447  0.3370 
   00255    0.4116   -8335.6821  0.3384 
   00256    0.4168   -8369.6113  0.3328 
   00257    0.4140   -8404.6016  0.3279 
   00258    0.4280   -8419.8182  0.3247 
   00259    0.4052   -8387.8980  0.3213 
   00260    0.4028   -8389.4734  0.3141 
   00261    0.4084   -8391.8572  0.3123 
   00262    0.4184   -8370.3225  0.3150 
   00263    0.4268   -8366.7495  0.3161 
   00264    0.4112   -8407.6818  0.3116 
   00265    0.4156   -8362.2241  0.3124 
   00266    0.4184   -8363.1042  0.3131 
   00267    0.4176   -8361.5822  0.3191 
   00268    0.4108   -8388.6862  0.3172 
   00269    0.4120   -8407.4266  0.3180 
   00270    0.3992   -8437.0434  0.3198 
   00271    0.4072   -8494.4227  0.3162 
   00272    0.4100   -8467.8599  0.3216 
   00273    0.4160   -8381.3758  0.3236 
   00274    0.4228   -8408.0351  0.3242 
   00275    0.4136   -8402.3468  0.3242 
   00276    0.4364   -8414.3424  0.3276 
   00277    0.4184   -8410.9678  0.3257 
   00278    0.4052   -8402.5177  0.3201 
   00279    0.4188   -8387.0830  0.3296 
   00280    0.4196   -8373.4494  0.3294 
   00281    0.3964   -8382.1613  0.3352 
   00282    0.4092   -8401.0518  0.3360 
   00283    0.4148   -8412.8909  0.3350 
   00284    0.4200   -8443.9314  0.3415 
   00285    0.4132   -8476.1338  0.3391 
   00286    0.4252   -8465.6381  0.3390 
   00287    0.4144   -8501.0477  0.3411 
   00288    0.4116   -8493.7468  0.3426 
   00289    0.4172   -8491.3713  0.3444 
   00290    0.4240   -8480.5679  0.3441 
   00291    0.3984   -8529.2873  0.3380 
   00292    0.4036   -8573.6827  0.3332 
   00293    0.4088   -8527.3769  0.3320 
   00294    0.4196   -8471.1530  0.3313 
   00295    0.4076   -8514.8552  0.3315 
   00296    0.4080   -8513.0535  0.3289 
   00297    0.4320   -8466.3811  0.3295 
   00298    0.3996   -8462.3440  0.3344 
   00299    0.4012   -8475.0078  0.3346 
   00300    0.4316   -8412.7494  0.3380 
   00301    0.4128   -8409.5891  0.3387 
   00302    0.4076   -8405.1179  0.3378 
   00303    0.4088   -8404.1464  0.3376 
   00304    0.4336   -8452.3401  0.3403 
   00305    0.4108   -8416.2825  0.3389 
   00306    0.4016   -8392.2362  0.3367 
   00307    0.3968   -8415.6587  0.3369 
   00308    0.4284   -8348.1910  0.3363 
   00309    0.3868   -8397.1227  0.3347 
   00310    0.4248   -8377.0393  0.3332 
   00311    0.4272   -8359.2551  0.3395 
   00312    0.4152   -8390.6213  0.3436 
   00313    0.4276   -8444.9880  0.3504 
   00314    0.4028   -8424.3531  0.3461 
   00315    0.4184   -8419.1510  0.3468 
   00316    0.4240   -8430.8302  0.3471 
   00317    0.3992   -8435.3341  0.3561 
   00318    0.4308   -8404.5835  0.3572 
   00319    0.4196   -8452.1322  0.3593 
   00320    0.4180   -8485.6638  0.3595 
   00321    0.3948   -8514.9284  0.3531 
   00322    0.4104   -8481.6017  0.3499 
   00323    0.4136   -8459.1300  0.3470 
   00324    0.4092   -8458.8431  0.3508 
   00325    0.4004   -8446.3678  0.3482 
   00326    0.4220   -8454.9671  0.3425 
   00327    0.4124   -8430.9989  0.3419 
   00328    0.4264   -8422.2757  0.3497 
   00329    0.3936   -8448.4441  0.3520 
   00330    0.4068   -8426.0640  0.3538 
   00331    0.4200   -8467.4906  0.3567 
   00332    0.4000   -8486.6210  0.3546 
   00333    0.3996   -8495.2009  0.3574 
   00334    0.4196   -8468.8419  0.3559 
   00335    0.4012   -8516.4242  0.3647 
   00336    0.4024   -8498.1552  0.3646 
   00337    0.4132   -8501.6858  0.3656 
   00338    0.4084   -8483.5783  0.3661 
   00339    0.4244   -8441.8565  0.3621 
   00340    0.4108   -8414.2933  0.3579 
   00341    0.4080   -8418.8690  0.3549 
   00342    0.4212   -8398.9554  0.3550 
   00343    0.4308   -8396.4303  0.3593 
   00344    0.4184   -8386.3139  0.3649 
   00345    0.4108   -8404.7924  0.3652 
   00346    0.4076   -8380.3804  0.3666 
   00347    0.4076   -8421.2336  0.3624 
   00348    0.4084   -8417.6026  0.3653 
   00349    0.4228   -8416.2849  0.3709 
   00350    0.4272   -8402.8394  0.3658 
   00351    0.4328   -8429.9820  0.3707 
   00352    0.4160   -8412.6698  0.3738 
   00353    0.4200   -8452.8771  0.3728 
   00354    0.4052   -8453.2693  0.3703 
   00355    0.4080   -8473.2114  0.3706 
   00356    0.3988   -8487.8408  0.3654 
   00357    0.4172   -8495.8177  0.3713 
   00358    0.4068   -8453.2628  0.3780 
   00359    0.4176   -8448.1387  0.3755 
   00360    0.4076   -8428.5226  0.3758 
   00361    0.4172   -8448.3301  0.3779 
   00362    0.4076   -8457.6689  0.3769 
   00363    0.4236   -8435.5366  0.3784 
   00364    0.4172   -8435.6911  0.3832 
   00365    0.4152   -8466.2619  0.3834 
   00366    0.4048   -8468.6339  0.3807 
   00367    0.4172   -8413.8931  0.3757 
   00368    0.4084   -8434.3288  0.3795 
   00369    0.4312   -8399.5832  0.3755 
   00370    0.4184   -8385.5007  0.3730 
   00371    0.4232   -8430.7574  0.3737 
   00372    0.4016   -8429.0695  0.3713 
   00373    0.4104   -8386.7354  0.3684 
   00374    0.4272   -8391.9543  0.3667 
   00375    0.4292   -8431.8563  0.3657 
   00376    0.4092   -8434.9529  0.3570 
   00377    0.4132   -8433.4785  0.3575 
   00378    0.4024   -8419.6065  0.3535 
   00379    0.4168   -8452.7768  0.3503 
   00380    0.4212   -8450.5111  0.3435 
   00381    0.4160   -8435.6149  0.3426 
   00382    0.4060   -8426.2353  0.3465 
   00383    0.4136   -8391.2058  0.3381 
   00384    0.4264   -8392.4530  0.3344 
   00385    0.4112   -8374.7664  0.3343 
   00386    0.4020   -8388.4428  0.3351 
   00387    0.4136   -8423.9267  0.3434 
   00388    0.4192   -8410.5765  0.3449 
   00389    0.4212   -8435.9876  0.3527 
   00390    0.4068   -8478.0734  0.3470 
   00391    0.4248   -8457.9092  0.3504 
   00392    0.4032   -8486.9444  0.3542 
   00393    0.4168   -8509.8396  0.3587 
   00394    0.4084   -8505.2142  0.3591 
   00395    0.4112   -8473.2776  0.3609 
   00396    0.4204   -8460.0663  0.3552 
   00397    0.4064   -8409.2536  0.3512 
   00398    0.4248   -8427.2003  0.3479 
   00399    0.4256   -8449.3039  0.3453 
   00400    0.4104   -8411.1986  0.3434 
   00401    0.4172   -8465.7211  0.3472 
   00402    0.4248   -8470.5251  0.3463 
   00403    0.4212   -8489.1575  0.3502 
   00404    0.4192   -8481.6867  0.3417 
   00405    0.3952   -8475.8334  0.3410 
   00406    0.4076   -8454.1283  0.3374 
   00407    0.4008   -8468.1793  0.3395 
   00408    0.4172   -8439.7575  0.3501 
   00409    0.4060   -8456.3924  0.3511 
   00410    0.4168   -8441.8942  0.3535 
   00411    0.4308   -8402.0937  0.3542 
   00412    0.4248   -8386.3320  0.3504 
   00413    0.3936   -8352.6601  0.3481 
   00414    0.4164   -8358.9796  0.3517 
   00415    0.4388   -8414.2302  0.3569 
   00416    0.4016   -8427.1857  0.3557 
   00417    0.4176   -8402.6996  0.3624 
   00418    0.4224   -8370.2348  0.3577 
   00419    0.4168   -8391.2446  0.3586 
   00420    0.4168   -8396.6287  0.3606 
   00421    0.4068   -8364.2823  0.3602 
   00422    0.4260   -8351.4262  0.3603 
   00423    0.4124   -8380.3338  0.3620 
   00424    0.4212   -8423.5735  0.3650 
   00425    0.4152   -8455.7714  0.3675 
   00426    0.4132   -8463.8311  0.3633 
   00427    0.3944   -8453.4505  0.3637 
   00428    0.4180   -8449.0892  0.3635 
   00429    0.4168   -8429.7246  0.3670 
   00430    0.3948   -8475.7108  0.3702 
   00431    0.4208   -8434.4583  0.3679 
   00432    0.4232   -8412.9463  0.3718 
   00433    0.4040   -8457.8873  0.3827 
   00434    0.4112   -8400.7204  0.3842 
   00435    0.4252   -8425.3413  0.3857 
   00436    0.4192   -8392.4958  0.3908 
   00437    0.4092   -8400.6907  0.3960 
   00438    0.4168   -8414.6804  0.3941 
   00439    0.4180   -8401.2810  0.3943 
   00440    0.4172   -8379.4165  0.3952 
   00441    0.4076   -8424.4817  0.3969 
   00442    0.4124   -8477.7333  0.4004 
   00443    0.3864   -8495.2392  0.4042 
   00444    0.4084   -8489.1645  0.4034 
   00445    0.4180   -8465.2048  0.3988 
   00446    0.3948   -8461.2195  0.4024 
   00447    0.4112   -8424.9910  0.3968 
   00448    0.4168   -8478.5812  0.3978 
   00449    0.4000   -8463.3701  0.4040 
   00450    0.4260   -8455.1011  0.4035 
   00451    0.4060   -8497.5834  0.4073 
   00452    0.4048   -8537.5127  0.4037 
   00453    0.4128   -8555.0919  0.4095 
   00454    0.4104   -8534.2061  0.4109 
   00455    0.4164   -8498.2914  0.4083 
   00456    0.4056   -8452.8921  0.4017 
   00457    0.4200   -8479.0183  0.3970 
   00458    0.4184   -8480.0944  0.3957 
   00459    0.3880   -8465.8625  0.3951 
   00460    0.4300   -8467.8703  0.3962 
   00461    0.4164   -8432.5925  0.3965 
   00462    0.4112   -8446.1320  0.3943 
   00463    0.4236   -8499.9417  0.3976 
   00464    0.4088   -8449.9830  0.4028 
   00465    0.4028   -8434.2032  0.4037 
   00466    0.4128   -8427.1052  0.4000 
   00467    0.4324   -8434.7129  0.4014 
   00468    0.4176   -8457.5065  0.4099 
   00469    0.4064   -8487.6240  0.4098 
   00470    0.4192   -8486.5426  0.4099 
   00471    0.4152   -8507.6199  0.4053 
   00472    0.4004   -8480.5669  0.4034 
   00473    0.4064   -8492.5923  0.4016 
   00474    0.4196   -8429.8453  0.4037 
   00475    0.4064   -8465.2645  0.3983 
   00476    0.4056   -8469.3177  0.3975 
   00477    0.4076   -8451.4357  0.3957 
   00478    0.4160   -8512.3213  0.3965 
   00479    0.3992   -8494.0087  0.3996 
   00480    0.4220   -8459.2426  0.3979 
   00481    0.4280   -8502.1902  0.4008 
   00482    0.4228   -8497.8334  0.3958 
   00483    0.4036   -8508.0502  0.4002 
   00484    0.4068   -8485.7002  0.3979 
   00485    0.4052   -8526.3902  0.4039 
   00486    0.3972   -8508.1796  0.4086 
   00487    0.4176   -8537.3413  0.4093 
   00488    0.4024   -8485.2012  0.4086 
   00489    0.4172   -8523.0862  0.4098 
   00490    0.3868   -8548.9604  0.4054 
   00491    0.4184   -8506.0340  0.4021 
   00492    0.4100   -8481.9155  0.3998 
   00493    0.4148   -8478.7502  0.4054 
   00494    0.4020   -8490.4173  0.4035 
   00495    0.3976   -8497.7652  0.4041 
   00496    0.4208   -8496.1370  0.4024 
   00497    0.4236   -8424.5571  0.4082 
   00498    0.4084   -8380.0863  0.3999 
   00499    0.4156   -8433.8770  0.3973 
   00500    0.4160   -8474.5051  0.3961 
   00501    0.4268   -8503.1650  0.4014 
   00502    0.4240   -8483.6497  0.4050 
   00503    0.4252   -8470.9477  0.4017 
   00504    0.4152   -8445.3649  0.4011 
   00505    0.4356   -8456.7199  0.4024 
   00506    0.4184   -8456.6844  0.4058 
   00507    0.4140   -8448.9012  0.4070 
   00508    0.4140   -8429.6399  0.4085 
   00509    0.4172   -8411.4887  0.4121 
   00510    0.4140   -8439.2805  0.4122 
   00511    0.4408   -8464.8113  0.4095 
   00512    0.4044   -8511.1732  0.4030 
   00513    0.4064   -8491.3385  0.4008 
   00514    0.4212   -8536.8462  0.4073 
   00515    0.4120   -8568.0985  0.4020 
   00516    0.4160   -8552.6575  0.4047 
   00517    0.4172   -8547.9596  0.4044 
   00518    0.4220   -8509.4927  0.4007 
   00519    0.4016   -8520.2071  0.4033 
   00520    0.4188   -8471.9227  0.3958 
   00521    0.4212   -8545.4454  0.3949 
   00522    0.4016   -8553.2214  0.3908 
   00523    0.4188   -8582.6414  0.3885 
   00524    0.4004   -8558.7402  0.3889 
   00525    0.4008   -8503.8760  0.3819 
   00526    0.4228   -8515.9366  0.3763 
   00527    0.4180   -8566.4137  0.3773 
   00528    0.4156   -8526.1062  0.3831 
   00529    0.4208   -8481.5928  0.3825 
   00530    0.4056   -8444.0573  0.3832 
   00531    0.4136   -8430.6445  0.3855 
   00532    0.4136   -8459.4630  0.3842 
   00533    0.4068   -8456.1107  0.3836 
   00534    0.4252   -8399.4388  0.3896 
   00535    0.4088   -8458.4926  0.3880 
   00536    0.4152   -8421.9689  0.3962 
   00537    0.3948   -8412.2087  0.3995 
   00538    0.4152   -8455.0552  0.4003 
   00539    0.4044   -8407.3642  0.4020 
   00540    0.4020   -8409.9663  0.3992 
   00541    0.4200   -8422.5181  0.4001 
   00542    0.3996   -8462.5069  0.4052 
   00543    0.4096   -8482.3692  0.4072 
   00544    0.4152   -8479.3112  0.4050 
   00545    0.3856   -8453.7228  0.4042 
   00546    0.4064   -8483.7337  0.4009 
   00547    0.3800   -8479.1323  0.4046 
   00548    0.4040   -8484.2337  0.4061 
   00549    0.4264   -8503.5526  0.4029 
   00550    0.4052   -8517.2701  0.4035 
   00551    0.4288   -8534.1442  0.4015 
   00552    0.4168   -8519.7282  0.3928 
   00553    0.4088   -8540.4434  0.3934 
   00554    0.4200   -8484.8060  0.3931 
   00555    0.4044   -8523.0277  0.3896 
   00556    0.4200   -8502.9668  0.3852 
   00557    0.4100   -8477.0965  0.3913 
   00558    0.4084   -8517.4643  0.3847 
   00559    0.4140   -8513.0182  0.3838 
   00560    0.3940   -8518.9557  0.3865 
   00561    0.4264   -8479.4405  0.3866 
   00562    0.4168   -8500.2653  0.3882 
   00563    0.4020   -8480.2650  0.3939 
   00564    0.4108   -8489.4302  0.3930 
   00565    0.4004   -8494.3943  0.3905 
   00566    0.4020   -8514.2632  0.3917 
   00567    0.4092   -8523.9477  0.3999 
   00568    0.4136   -8528.9363  0.3941 
   00569    0.4088   -8480.3246  0.3957 
   00570    0.4040   -8467.5812  0.3918 
   00571    0.3844   -8491.7350  0.3848 
   00572    0.4196   -8498.9962  0.3847 
   00573    0.4148   -8466.6798  0.3879 
   00574    0.4160   -8436.1807  0.3836 
   00575    0.4152   -8435.8365  0.3783 
   00576    0.4120   -8472.8712  0.3797 
   00577    0.4096   -8486.7700  0.3811 
   00578    0.3976   -8474.1446  0.3804 
   00579    0.3988   -8458.0638  0.3743 
   00580    0.4192   -8485.2634  0.3751 
   00581    0.4004   -8491.6492  0.3787 
   00582    0.3956   -8518.5538  0.3838 
   00583    0.4040   -8504.0004  0.3835 
   00584    0.4112   -8502.0395  0.3831 
   00585    0.4032   -8505.5904  0.3914 
   00586    0.3872   -8470.0312  0.3912 
   00587    0.4116   -8478.1248  0.3865 
   00588    0.3964   -8433.6872  0.3826 
   00589    0.4312   -8443.2697  0.3890 
   00590    0.4152   -8434.6648  0.3922 
   00591    0.4064   -8485.6078  0.3965 
   00592    0.4140   -8460.4357  0.3939 
   00593    0.4280   -8498.8839  0.3943 
   00594    0.4288   -8475.5948  0.3946 
   00595    0.4204   -8435.1793  0.4002 
   00596    0.4200   -8449.8072  0.4069 
   00597    0.4120   -8444.0916  0.4071 
   00598    0.4144   -8448.4536  0.4083 
   00599    0.4128   -8453.2759  0.4070 
   00600    0.3988   -8415.8615  0.4039 
   00601    0.4192   -8407.8959  0.4070 
   00602    0.3984   -8410.6896  0.4097 
   00603    0.4008   -8466.1810  0.4130 
   00604    0.4332   -8461.0954  0.4172 
   00605    0.4208   -8445.8971  0.4204 
   00606    0.4164   -8446.7568  0.4262 
   00607    0.4136   -8427.5108  0.4288 
   00608    0.4256   -8467.7640  0.4338 
   00609    0.4212   -8454.3415  0.4305 
   00610    0.4128   -8440.0801  0.4332 
   00611    0.4040   -8435.0111  0.4355 
   00612    0.4052   -8435.3330  0.4379 
   00613    0.4028   -8434.2039  0.4389 
   00614    0.4064   -8423.3526  0.4398 
   00615    0.4052   -8376.2349  0.4382 
   00616    0.4096   -8379.2829  0.4424 
   00617    0.4216   -8405.2262  0.4426 
   00618    0.4056   -8494.4028  0.4400 
   00619    0.4160   -8455.2140  0.4447 
   00620    0.4004   -8492.9631  0.4473 
   00621    0.4228   -8481.5284  0.4511 
   00622    0.4024   -8479.3265  0.4470 
   00623    0.3992   -8473.5983  0.4502 
   00624    0.4016   -8452.9102  0.4486 
